artistID,objQID,objLabel,objDesc
2484,Q11366,alternative rock,subgenre of rock music
2484,Q37073,pop music,genre of popular music
2484,Q205560,trip hop,genre of electronic music
2484,Q325504,electronic rock,music genre
2484,Q484641,pop rock,music genre
2484,Q877693,rap rock,cross-genre fusing vocal and instrumental elements of hip-hop with various forms of rock
15450,Q170611,techno,genre of electronic dance music
17492,Q11366,alternative rock,subgenre of rock music
1163,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
1163,Q842324,indie pop,genre of pop music within independent music movement
6321,Q429264,West Coast hip-hop,regional genre of hip-hop music that encompasses any artists or music that originated in the West Coast of the United States
11906,Q132438,black metal,subgenre of heavy metal music
10677,Q83440,country music,genre of American popular music
12507,Q205560,trip hop,genre of electronic music
11377,Q188994,drum and bass,electronic music genre
4622,Q842324,indie pop,genre of pop music within independent music movement
10689,Q54365,ska,music genre from Jamaica in the 1950s
15230,Q11399,rock music,popular music genre
1839,Q15062348,dystopian fiction,genre of fiction
1839,Q111984153,young adult fiction,genre of fiction made to appeal to adolescents and young adults
7744,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
9220,Q584752,pornogrind,subgenre of goregrind
10248,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
7890,Q217467,art rock,subgenre of rock music
11188,Q188450,electropop,"genre of electronic pop music that emerged in the late 1970s and gained mainstream popularity in the mid-2000s, defined by its crisp, compressed synthesizer sounds and warm, crunchy production style"
2457,Q83440,country music,genre of American popular music
14896,Q253918,melodic death metal,subgenre of death metal
7532,Q54365,ska,music genre from Jamaica in the 1950s
1125,Q186472,folk rock,fusion genre of folk and rock music
17473,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
4334,Q486415,symphonic metal,music genre that blends heavy metal with classical music
7664,Q4045538,nu-disco,disco and EDM music genre
7664,Q15733887,vaporwave,online musical genre and visual aesthetic
7664,Q80725127,future funk,music genre
3979,Q216961,Eurodance,music genre
18113,Q188534,grindcore,subgenre of extreme metal
18113,Q9050551,noisegrind,noisy grindcore subgenre
12492,Q10926,emo,"derivative of post hardcore rock music with emotional, introspective lyrics"
11122,Q54767,puzzle video game,genre of video games
15297,Q37073,pop music,genre of popular music
1644,Q7749,rock and roll,"genre of popular music, early subgenre of rock music"
12656,Q10370558,sertanejo universitário,music genre
18120,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
13566,Q6010,rapping,"artistic form of vocal delivery and emotive expression that incorporates ""rhyme, rhythmic speech, and [commonly] street vernacular"""
558,Q211573,garage rock,subgenre of rock and roll music
6471,Q3360459,pagode,"Brazilian music genre, subgenre of samba"
15197,Q11366,alternative rock,subgenre of rock music
5450,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
4808,Q11399,rock music,popular music genre
63,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
12397,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
7583,Q388296,Afrobeat,music genre
6806,Q208494,industrial metal,Music genre; fusion of heavy metal and industrial music
10425,Q877693,rap rock,cross-genre fusing vocal and instrumental elements of hip-hop with various forms of rock
5593,Q207591,Romantic music,music of the Romantic period
1160,Q83440,country music,genre of American popular music
1160,Q203720,rockabilly,early style of rock and roll music
789,Q37073,pop music,genre of popular music
789,Q58339,disco,genre of dance music and a subculture that emerged in the 1970s from the United States' urban nightlife scene
789,Q316930,dance music,music of any genre intended to accompany dancing
789,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
859,Q11366,alternative rock,subgenre of rock music
859,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
11166,Q37073,pop music,genre of popular music
11166,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
1504,Q11366,alternative rock,subgenre of rock music
1504,Q181861,noise rock,experimental rock music mixed with noise
1504,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
1504,Q823080,no wave,music genre or scene
1504,Q1641839,experimental rock,type of music based on rock
5036,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
5036,Q37073,pop music,genre of popular music
5036,Q131272,soul,genre of popular music
5036,Q316930,dance music,music of any genre intended to accompany dancing
5036,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
5036,Q2256407,hip-hop soul,"subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip-hop musical production."
237,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
237,Q11366,alternative rock,subgenre of rock music
237,Q11399,rock music,popular music genre
237,Q217467,art rock,subgenre of rock music
237,Q660984,intelligent dance music,style of electronic dance music
237,Q817138,electronica,broad group of electronic-based music genres
237,Q1100989,glitch,music genre
554,Q11399,rock music,popular music genre
554,Q27190,proto-punk,subgenre of rock music
554,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
554,Q211573,garage rock,subgenre of rock and roll music
554,Q253137,rock opera,"work of rock music that presents a storyline told over multiple parts, songs or sections"
554,Q837837,power pop,music genre
10319,Q188450,electropop,"genre of electronic pop music that emerged in the late 1970s and gained mainstream popularity in the mid-2000s, defined by its crisp, compressed synthesizer sounds and warm, crunchy production style"
10319,Q211756,dance-pop,dance-oriented pop music
7056,Q9759,blues,music genre
7056,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
6724,Q11366,alternative rock,subgenre of rock music
6621,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
6621,Q429264,West Coast hip-hop,regional genre of hip-hop music that encompasses any artists or music that originated in the West Coast of the United States
6621,Q753679,gangsta rap,genre of rap music
6621,Q965635,underground hip-hop,umbrella term for hip-hop music that is outside the general commercial canon
6621,Q966564,hardcore hip-hop,subgenre of hip-hop
6621,Q1045541,G-funk,subgenre of hip-hop music that emerged from West Coast hip-hop and gangsta rap
6621,Q1139136,horrorcore,subgenre of hip-hop based in horror-themed lyrical content and imagery
4541,Q11366,alternative rock,subgenre of rock music
4541,Q11399,rock music,popular music genre
4541,Q27190,proto-punk,subgenre of rock music
4541,Q76092,glam rock,"style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter"
4541,Q181861,noise rock,experimental rock music mixed with noise
4541,Q186472,folk rock,fusion genre of folk and rock music
4541,Q206159,psychedelic rock,genre of rock music
4541,Q217467,art rock,subgenre of rock music
4541,Q650316,drone music,minimalist music genre
4541,Q885561,blue-eyed soul,derogatory term sometimes used for soul music performed by White artists
4541,Q1428637,spoken word,genre; oral poetic performance art based mainly on the poetic as well as the performer's aesthetic qualities
4541,Q1641839,experimental rock,type of music based on rock
1411,Q49451,progressive rock,genre of rock music
1411,Q206159,psychedelic rock,genre of rock music
1411,Q217467,art rock,subgenre of rock music
1411,Q944465,jazz rock,music genre covering fusion of jazz and rock
6161,Q9734,symphony,extended musical composition
6161,Q572901,minimalist music,form of art music or other compositional practice that employs limited or minimal musical materials
6161,Q612024,contemporary classical music,post-1945 period in classical music
6161,Q1065742,religious music,music genre
15484,Q174526,cyberpunk,dystopian science fiction genre in a futuristic setting
15484,Q188473,action film,film genre
15484,Q471839,science fiction film,film genre
10548,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
10548,Q213665,K-pop,popular music originating in South Korea
1441,Q37073,pop music,genre of popular music
4575,Q37073,pop music,genre of popular music
1032,Q37073,pop music,genre of popular music
5786,Q1344,opera,artform combining sung text and musical score in a theatrical setting
5786,Q9730,classical music,broad tradition of Western art music
493,Q11366,alternative rock,subgenre of rock music
493,Q20378,alternative metal,music subgenre of heavy metal and alternative rock
493,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
493,Q263734,nu metal,musical subgenre of alternative metal
493,Q487914,pop-punk,rock music fusion genre that combines elements of punk rock with power pop or pop
9776,Q20474,dubstep,genre of electronic dance music that originated in South London
15564,Q20474,dubstep,genre of electronic dance music that originated in South London
9776,Q851213,electronic dance music,broad genre of electronic music
15564,Q851213,electronic dance music,broad genre of electronic music
9776,Q1165777,UK garage,genre of electronic music originating from England in the early 1990s
15564,Q1165777,UK garage,genre of electronic music originating from England in the early 1990s
9776,Q20021059,future house,subgenre of house music
15564,Q20021059,future house,subgenre of house music
9685,Q37073,pop music,genre of popular music
2490,Q54365,ska,music genre from Jamaica in the 1950s
2490,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
1051,Q37073,pop music,genre of popular music
15566,Q11366,alternative rock,subgenre of rock music
15566,Q20378,alternative metal,music subgenre of heavy metal and alternative rock
15566,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
15566,Q263734,nu metal,musical subgenre of alternative metal
15566,Q325504,electronic rock,music genre
15566,Q379671,post-grunge,music genre
15566,Q484641,pop rock,music genre
8420,Q178145,gothic metal,genre of heavy metal music
9530,Q186170,doom metal,subgenre of heavy metal music
9530,Q253918,melodic death metal,subgenre of death metal
4068,Q2746731,parody music,composition generally of humorous or satirical intent in which turns of phrase or other features characteristic of another composer or type of composition are employed and made to appear ridiculous
885,Q9759,blues,music genre
885,Q11366,alternative rock,subgenre of rock music
885,Q37073,pop music,genre of popular music
885,Q131272,soul,genre of popular music
885,Q186472,folk rock,fusion genre of folk and rock music
885,Q1541229,American folk music,group of folk music genres from the United States
786,Q37073,pop music,genre of popular music
786,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
786,Q83440,country music,genre of American popular music
786,Q211756,dance-pop,dance-oriented pop music
786,Q316930,dance music,music of any genre intended to accompany dancing
786,Q378988,adult contemporary music,radio format and music genre
786,Q484641,pop rock,music genre
786,Q739138,teen pop,subgenre of pop music
786,Q2280497,country pop,fusion genre of country music and pop music
786,Q11700058,folk-pop,music genre
1449,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
1449,Q20502,house music,"electronic dance music genre, that originated in Chicago in the early 1980s"
1449,Q37073,pop music,genre of popular music
1449,Q202930,reggaeton,music genre
1449,Q211756,dance-pop,dance-oriented pop music
1449,Q547137,Latin pop,upbeat Latin music mixed with American pop music
1449,Q601235,hip house,musical genre that mixes elements of house music and hip hop music
1449,Q627906,electro house,subgenre of house music
1449,Q936573,crunk,genre of hip-hop
1449,Q1253172,Southern hip-hop,blanket term for a regional genre of American hip-hop music that emerged in the Southern United States
1449,Q2572585,pop rap,genre of music which combines hip-hop music with elements of pop music
1449,Q3827483,Latin hip-hop,recorded by Latin American artists
1449,Q8560269,dirty south,music genre
4380,Q753520,Christian rock,rock music with lyrics related to Jesus and Christianity
4380,Q1379958,contemporary Christian music,genre of modern popular music lyrically focused on matters concerned with the Christian faith
375,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
375,Q11399,rock music,popular music genre
375,Q37073,pop music,genre of popular music
375,Q131578,J-pop,Japanese popular music genre
375,Q316930,dance music,music of any genre intended to accompany dancing
3608,Q83440,country music,genre of American popular music
797,Q37073,pop music,genre of popular music
797,Q211756,dance-pop,dance-oriented pop music
797,Q217597,electro,"genre of electronic dance music that originated in the 1980s, characterized by the use of synthesizers, drum machines, and minimalistic, mechanical rhythms"
797,Q484641,pop rock,music genre
1375,Q11366,alternative rock,subgenre of rock music
1160,Q11399,rock music,popular music genre
15484,Q1033891,martial arts film,subgenre of action films
15484,Q1535153,superhero film,film genre
15484,Q2484376,thriller film,film genre that evokes excitement and suspense in the audience
15484,Q20443008,dystopian film,film genre
730,Q186472,folk rock,fusion genre of folk and rock music
730,Q613408,country rock,subgenre fusion of rock music and country music
576,Q37073,pop music,genre of popular music
576,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
576,Q131272,soul,genre of popular music
576,Q164444,funk,"music genre that emerged in the 1960s, blending soul, jazz, and R&B, known for its syncopated basslines, groovy rhythms, and danceable energy"
16323,Q9730,classical music,broad tradition of Western art music
1641,Q429264,West Coast hip-hop,regional genre of hip-hop music that encompasses any artists or music that originated in the West Coast of the United States
1641,Q753679,gangsta rap,genre of rap music
1641,Q966564,hardcore hip-hop,subgenre of hip-hop
2787,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
2787,Q193355,blues rock,music genre combining elements of blues and rock
13073,Q49451,progressive rock,genre of rock music
88,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
16882,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
88,Q11366,alternative rock,subgenre of rock music
16882,Q11366,alternative rock,subgenre of rock music
88,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
16882,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
88,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
16882,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
88,Q188450,electropop,"genre of electronic pop music that emerged in the late 1970s and gained mainstream popularity in the mid-2000s, defined by its crisp, compressed synthesizer sounds and warm, crunchy production style"
16882,Q188450,electropop,"genre of electronic pop music that emerged in the late 1970s and gained mainstream popularity in the mid-2000s, defined by its crisp, compressed synthesizer sounds and warm, crunchy production style"
88,Q205560,trip hop,genre of electronic music
16882,Q205560,trip hop,genre of electronic music
88,Q484641,pop rock,music genre
16882,Q484641,pop rock,music genre
88,Q25094849,art pop,loosely-defined style of pop music
16882,Q25094849,art pop,loosely-defined style of pop music
7248,Q9759,blues,music genre
7248,Q11399,rock music,popular music genre
14313,Q130232,drama film,film genre
14313,Q188473,action film,film genre
14313,Q471839,science fiction film,film genre
14313,Q1535153,superhero film,film genre
14313,Q2484376,thriller film,film genre that evokes excitement and suspense in the audience
922,Q38848,heavy metal,"genre of rock music characterized by slack-tuned instruments, and unconventional changes of tonality (key) and time signature (metre)"
922,Q1133657,traditional heavy metal,genre of metal music
2347,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
2347,Q56351111,classic rock,music genre
5212,Q8341,jazz,musical style and genre
5212,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
5212,Q9794,reggae,music genre that originated in Jamaica in the late 1960s
5212,Q11399,rock music,popular music genre
5212,Q49451,progressive rock,genre of rock music
5212,Q206159,psychedelic rock,genre of rock music
5212,Q217467,art rock,subgenre of rock music
5212,Q1641839,experimental rock,type of music based on rock
16765,Q8341,jazz,musical style and genre
16765,Q11399,rock music,popular music genre
16765,Q37073,pop music,genre of popular music
16765,Q58339,disco,genre of dance music and a subculture that emerged in the 1970s from the United States' urban nightlife scene
676,Q37073,pop music,genre of popular music
676,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
676,Q131272,soul,genre of popular music
676,Q484641,pop rock,music genre
10317,Q37073,pop music,genre of popular music
10317,Q211756,dance-pop,dance-oriented pop music
10317,Q484641,pop rock,music genre
10317,Q739138,teen pop,subgenre of pop music
10317,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
81,Q11366,alternative rock,subgenre of rock music
81,Q205560,trip hop,genre of electronic music
81,Q251192,downtempo,electronic music genre
81,Q817138,electronica,broad group of electronic-based music genres
81,Q1641839,experimental rock,type of music based on rock
9637,Q485395,gothic rock,musical subgenre of post-punk and alternative rock
1339,Q57143,power metal,subgenre of heavy metal combining characteristics of traditional metal with speed metal
8965,Q37073,pop music,genre of popular music
8965,Q42201,independent music,collective term for music scene that acts independently of corporate music industry
8965,Q1695023,alternative music,group of musical genres (mainly of pop and rock music) that deviate from the dominant trend or commonly accepted official models
5742,Q2743,musical,"stage work that combines songs, music, spoken dialogue, acting, and dance"
5742,Q157394,fantasy film,film genre
5742,Q191489,melodrama,dramatic work that exaggerates plot and characters in order to appeal to the emotions
5742,Q842256,musical film,film genre
5742,Q1054574,romance film,film genre
5742,Q1361932,family film,film genre; films intended for a family audience of all ages
5742,Q1957385,cinematic fairy tale,film based on fairytale
456,Q11399,rock music,popular music genre
456,Q37073,pop music,genre of popular music
9743,Q484641,pop rock,music genre
7078,Q968730,industrial rock,music genre
2322,Q37073,pop music,genre of popular music
3947,Q20502,house music,"electronic dance music genre, that originated in Chicago in the early 1980s"
3947,Q37073,pop music,genre of popular music
3947,Q817138,electronica,broad group of electronic-based music genres
3947,Q2572585,pop rap,genre of music which combines hip-hop music with elements of pop music
716,Q3071,punk rock,genre of rock music
716,Q11399,rock music,popular music genre
716,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
716,Q189045,Britpop,music genre; 1990s UK pop culture movement
716,Q837837,power pop,music genre
607,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
607,Q49451,progressive rock,genre of rock music
607,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
607,Q186472,folk rock,fusion genre of folk and rock music
607,Q206159,psychedelic rock,genre of rock music
607,Q217467,art rock,subgenre of rock music
607,Q325504,electronic rock,music genre
2460,Q11403,samba,Brazilian music genre
2460,Q486263,bossa nova,style of Brazilian music
2460,Q842324,indie pop,genre of pop music within independent music movement
2632,Q37073,pop music,genre of popular music
2632,Q842324,indie pop,genre of pop music within independent music movement
1936,Q37073,pop music,genre of popular music
1936,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
1936,Q131272,soul,genre of popular music
1936,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
1415,Q7749,rock and roll,"genre of popular music, early subgenre of rock music"
1415,Q11399,rock music,popular music genre
1415,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
1415,Q613408,country rock,subgenre fusion of rock music and country music
1415,Q675553,swamp rock,music genre originating in the Southeastern United States
1415,Q1929352,roots rock,music genre
14878,Q8341,jazz,musical style and genre
14878,Q790188,avant-garde jazz,music genre
14878,Q1092837,post-bop,genre of small-combo jazz
6541,Q9759,blues,music genre
6541,Q11399,rock music,popular music genre
6541,Q105527,jazz fusion,"music genre that developed in the late 1960s when musicians combined jazz harmony and improvisation with rock music, funk, and rhythm and blues"
6541,Q193355,blues rock,music genre combining elements of blues and rock
228,Q11366,alternative rock,subgenre of rock music
8852,Q9730,classical music,broad tradition of Western art music
355,Q8341,jazz,musical style and genre
355,Q9794,reggae,music genre that originated in Jamaica in the late 1960s
355,Q11366,alternative rock,subgenre of rock music
355,Q37073,pop music,genre of popular music
355,Q164444,funk,"music genre that emerged in the 1960s, blending soul, jazz, and R&B, known for its syncopated basslines, groovy rhythms, and danceable energy"
355,Q220830,surf music,music genre
355,Q438503,alternative hip-hop,subgenre of hip-hop music that encompasses a wide range of styles that are not typically identified as mainstream
355,Q484641,pop rock,music genre
355,Q885561,blue-eyed soul,derogatory term sometimes used for soul music performed by White artists
11646,Q9730,classical music,broad tradition of Western art music
97,Q9759,blues,music genre
97,Q37073,pop music,genre of popular music
97,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
97,Q131272,soul,genre of popular music
6181,Q213121,new age music,genre of popular music
2067,Q37073,pop music,genre of popular music
2067,Q484641,pop rock,music genre
2067,Q2336819,operatic pop,subgenre of pop music
8291,Q9759,blues,music genre
8291,Q11366,alternative rock,subgenre of rock music
8291,Q11399,rock music,popular music genre
8291,Q83440,country music,genre of American popular music
8291,Q211573,garage rock,subgenre of rock and roll music
8291,Q485395,gothic rock,musical subgenre of post-punk and alternative rock
4251,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
4251,Q193355,blues rock,music genre combining elements of blues and rock
4251,Q206159,psychedelic rock,genre of rock music
1531,Q38848,heavy metal,"genre of rock music characterized by slack-tuned instruments, and unconventional changes of tonality (key) and time signature (metre)"
1531,Q211723,speed metal,sub-genre of heavy metal music
1531,Q483352,thrash metal,subgenre of heavy metal
821,Q253918,melodic death metal,subgenre of death metal
3763,Q11366,alternative rock,subgenre of rock music
3763,Q11399,rock music,popular music genre
1906,Q37073,pop music,genre of popular music
1918,Q37073,pop music,genre of popular music
1906,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
1918,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
1906,Q213665,K-pop,popular music originating in South Korea
1918,Q213665,K-pop,popular music originating in South Korea
1906,Q316930,dance music,music of any genre intended to accompany dancing
1918,Q316930,dance music,music of any genre intended to accompany dancing
4271,Q132438,black metal,subgenre of heavy metal music
4271,Q188539,glam metal,genre of heavy metal music
4271,Q483352,thrash metal,subgenre of heavy metal
4271,Q533914,National Socialist black metal,genre of black metal promoting Nazism or related ideologies
4271,Q756956,dark ambient,music genre
4271,Q775614,neofolk,music genre
1349,Q57143,power metal,subgenre of heavy metal combining characteristics of traditional metal with speed metal
13555,Q57143,power metal,subgenre of heavy metal combining characteristics of traditional metal with speed metal
1349,Q486415,symphonic metal,music genre that blends heavy metal with classical music
13555,Q486415,symphonic metal,music genre that blends heavy metal with classical music
64,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
64,Q37073,pop music,genre of popular music
64,Q1298934,synth-pop,music genre in which the synthesizer is a key instrument
2330,Q43343,folk music,"music meta-genre encompassing traditional folk music, contemporary folk music (evolved from the former during the 20th-century folk revival), and derivatives of these two branches"
2330,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
2330,Q186472,folk rock,fusion genre of folk and rock music
2478,Q54365,ska,music genre from Jamaica in the 1950s
3570,Q54365,ska,music genre from Jamaica in the 1950s
2478,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
3570,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
6957,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
1509,Q11366,alternative rock,subgenre of rock music
1509,Q11399,rock music,popular music genre
1509,Q37073,pop music,genre of popular music
2317,Q37073,pop music,genre of popular music
2317,Q211756,dance-pop,dance-oriented pop music
6429,Q37073,pop music,genre of popular music
1402,Q753679,gangsta rap,genre of rap music
1402,Q936573,crunk,genre of hip-hop
1402,Q966564,hardcore hip-hop,subgenre of hip-hop
1402,Q1253172,Southern hip-hop,blanket term for a regional genre of American hip-hop music that emerged in the Southern United States
1402,Q3709211,dirty rap,sexually explicit subgenre of hip hop
1402,Q4816198,Atlanta hip-hop,music genre or scene
1402,Q8560269,dirty south,music genre
296,Q37073,pop music,genre of popular music
296,Q188450,electropop,"genre of electronic pop music that emerged in the late 1970s and gained mainstream popularity in the mid-2000s, defined by its crisp, compressed synthesizer sounds and warm, crunchy production style"
296,Q316930,dance music,music of any genre intended to accompany dancing
296,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
484,Q11401,hip-hop,rhythmic music accompanied by rhyming speech
484,Q37073,pop music,genre of popular music
484,Q131272,soul,genre of popular music
484,Q216961,Eurodance,music genre
484,Q316930,dance music,music of any genre intended to accompany dancing
484,Q850412,contemporary R&B,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip-hop, and electronic music"
484,Q2256407,hip-hop soul,"subgenre of contemporary R&B music, most popular during the early and mid 1990s, which fuses R&B, gospel or soul singing with hip-hop musical production."
961,Q9730,classical music,broad tradition of Western art music
961,Q11366,alternative rock,subgenre of rock music
961,Q46046,baroque pop,fusion genre that combines rock music with particular elements of classical music
961,Q217467,art rock,subgenre of rock music
3571,Q104536870,adventure anime,anime genre
7533,Q9794,reggae,music genre that originated in Jamaica in the late 1960s
7533,Q11366,alternative rock,subgenre of rock music
7533,Q186472,folk rock,fusion genre of folk and rock music
7533,Q484641,pop rock,music genre
7533,Q783097,college rock,music genre
7533,Q842324,indie pop,genre of pop music within independent music movement
7533,Q2662148,Celtic rock,subgenre of rock music influenced by Celtic folk music
3041,Q3071,punk rock,genre of rock music
12166,Q3071,punk rock,genre of rock music
5866,Q1868278,black doom,music genre
16911,Q1403744,electro-industrial,music genre
2315,Q11399,rock music,popular music genre
11338,Q11399,rock music,popular music genre
17328,Q8341,jazz,musical style and genre
3867,Q211756,dance-pop,dance-oriented pop music
16296,Q83440,country music,genre of American popular music
12267,Q474027,dancehall,genre of Jamaican popular music
7251,Q7749,rock and roll,"genre of popular music, early subgenre of rock music"
9718,Q20474,dubstep,genre of electronic dance music that originated in South London
4365,Q49451,progressive rock,genre of rock music
13678,Q132438,black metal,subgenre of heavy metal music
6255,Q270948,action game,video game genre
6255,Q828322,platform game,video game where the core objective is to move the player character between points in an environment
10385,Q181861,noise rock,experimental rock music mixed with noise
1889,Q11399,rock music,popular music genre
1889,Q54365,ska,music genre from Jamaica in the 1950s
1889,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
1889,Q460674,ska punk,fusion music genre
1889,Q598929,post-punk,music genre
8119,Q164444,funk,"music genre that emerged in the 1960s, blending soul, jazz, and R&B, known for its syncopated basslines, groovy rhythms, and danceable energy"
16694,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
16694,Q484641,pop rock,music genre
11365,Q157394,fantasy film,film genre
11365,Q200092,horror film,film genre
11365,Q586250,prison film,film genre concerned with prison life and often prison escape
11365,Q20442589,LGBT-related film,"film genre dealing with homosexuality, bisexuality, trans, or related topics"
10952,Q1784032,viking rock,subgenre of rock music
218,Q1641839,experimental rock,type of music based on rock
7527,Q54365,ska,music genre from Jamaica in the 1950s
11795,Q3071,punk rock,genre of rock music
11795,Q487914,pop-punk,rock music fusion genre that combines elements of punk rock with power pop or pop
5691,Q38848,heavy metal,"genre of rock music characterized by slack-tuned instruments, and unconventional changes of tonality (key) and time signature (metre)"
5691,Q57143,power metal,subgenre of heavy metal combining characteristics of traditional metal with speed metal
5691,Q483352,thrash metal,subgenre of heavy metal
5691,Q484344,progressive metal,genre of heavy metal music
2856,Q83270,hard rock,"genre of rock music often characterized by chordal guitar riffs accompanied by root notes on the bass guitar and ""big"" drums"
2856,Q188539,glam metal,genre of heavy metal music
10761,Q3071,punk rock,genre of rock music
9997,Q9778,electronic music,"music that mainly employs electronic musical instruments, digital instruments and circuitry-based music technology"
9997,Q650316,drone music,minimalist music genre
9997,Q660984,intelligent dance music,style of electronic dance music
9997,Q936942,post-industrial music,music genre
9997,Q1100989,glitch,music genre
9997,Q1430587,minimal techno,minimalist subgenre of techno
9997,Q1913888,power noise,genre of industrial music
16676,Q3071,punk rock,genre of rock music
7590,Q972634,African popular music,overview of popular music in Africa
10214,Q183504,indie rock,"genre of rock music, subgenre of alternative rock"
5717,Q38848,heavy metal,"genre of rock music characterized by slack-tuned instruments, and unconventional changes of tonality (key) and time signature (metre)"
82,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
10633,Q187760,new wave,music genre that encompasses pop-oriented styles from the late 1970s through the 1980s
1385,Q189045,Britpop,music genre; 1990s UK pop culture movement
13463,Q83440,country music,genre of American popular music
13463,Q213714,bluegrass music,form of American roots music
8727,Q753520,Christian rock,rock music with lyrics related to Jesus and Christianity
15214,Q45981,rhythm and blues,genre of popular music that originated within African-American communities in the 1940s
15214,Q5967604,urban contemporary gospel,gospel music genre
10198,Q37073,pop music,genre of popular music
8747,Q483251,death metal,extreme subgenre of heavy metal music
6422,Q842324,indie pop,genre of pop music within independent music movement
